GrantNum,GrantDate,GrantAmt,Status,Institute ID,Institution,State,Latitude,Longitude,PayeeAddress1,PayeeAddress2,PayeeCityStZip,PayeeZip,PayeeCountry,Region,Program
20122540,7/16/12,$500.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20132598,6/27/13,"$1,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20132606,6/27/13,"$2,241.64",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20132655,6/27/13,"$3,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20132754,7/2/13,$700.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,United States,Education
20141575,6/25/14,"$2,300.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141667,6/27/14,$500.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141680,6/27/14,"$2,300.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141718,6/27/14,"$2,300.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141722,6/27/14,"$2,300.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141764,6/27/14,$500.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141766,6/27/14,"$2,300.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141768,6/27/14,"$2,300.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141785,6/27/14,"$2,300.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141800,6/27/14,$600.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141801,6/27/14,$300.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141812,6/27/14,"$1,843.17",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20141825,6/27/14,$500.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151178,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151191,6/1/15,$500.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151192,6/1/15,"$1,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151193,6/1/15,"$1,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151194,6/1/15,"$1,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151195,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151211,6/1/15,$400.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151212,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151247,6/1/15,$745.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151254,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151295,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151297,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151298,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151299,6/1/15,$475.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151300,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151301,6/1/15,"$1,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151320,6/1/15,$500.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151321,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151341,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151365,6/1/15,"$1,500.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151457,7/13/15,"$1,700.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151702,8/11/15,"$1,300.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20151703,8/11/15,$250.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20161409,6/27/16,"$1,973.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20161412,6/27/16,"$2,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20161425,6/27/16,$848.03,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20161445,6/27/16,$500.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20161711,8/1/16,$876.22,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20171966,8/10/17,"$1,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20172155,8/10/17,"$1,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20173566,12/14/17,"$1,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20173655,12/19/17,"$1,000.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20180002,1/3/18,$987.50,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20182189,7/19/18,$500.00,Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20182190,7/19/18,"$1,200.00",Approved,66499,Central Texas College in Killeen,Texas,31.1205 N,97.8108 W,Financial Aid Office,P.O. Box 1800,"Killeen, TX 76540-1800",76540-1800,USA,Austin,Education
20150743,4/16/15,$700.00,Approved,90340,"Central Texas Nurse Network, Inc.",Texas,30.3603 N,97.6929 W,313 E. Rundberg #208,,"Austin, TX 78753",78753,USA,Austin,Education
20132187,5/14/13,$500.00,Approved,81898,Centre College,Kentucky,37.6457 N,84.7815 W,Financial Aid Office,600 W Walnut Street,"Danville, KY 40422",40422,USA,Austin,Education
20132283,5/22/13,$750.00,Approved,81898,Centre College,Kentucky,37.6457 N,84.7815 W,Financial Aid Office,600 W Walnut Street,"Danville, KY 40422",40422,USA,Austin,Education
20132575,6/27/13,"$3,000.00",Approved,82388,Charles and Sue s School of Hair Design,Texas,30.6528 N,96.3401 W,1711 Briarcrest Drive,,"Bryan, TX 77802",77802,USA,Austin,Education
20132576,6/27/13,$475.00,Approved,82388,Charles and Sue s School of Hair Design,Texas,30.6528 N,96.3401 W,1711 Briarcrest Drive,,"Bryan, TX 77802",77802,USA,Austin,Education
20171634,7/10/17,"$4,000.00",Approved,98948,Chatham University - Scholarships,North Carolina,35.6009 N,77.4650 W,Office of Student Accounts,Woodland Road,"Pittsburgh, PA 15232",15232,USA,No Region,Education
20111995,7/11/11,"$1,000.00",Approved,3331,Cisco Junior College,Texas,32.4009 N,98.9853 W,101 College Hights,"Route 3, Box 3","Cisco, Tx 76437-1900",76437-1900,USA,United States,Education
20141758,6/27/14,$500.00,Approved,3331,Cisco Junior College,Texas,32.4009 N,98.9853 W,101 College Hights,"Route 3, Box 3","Cisco, Tx 76437-1900",76437-1900,USA,Austin,Education
20161447,6/27/16,"$1,250.00",Approved,3331,Cisco Junior College,Texas,32.4009 N,98.9853 W,101 College Hights,"Route 3, Box 3","Cisco, Tx 76437-1900",76437-1900,USA,Austin,Education
20182238,7/24/18,"$3,000.00",Approved,103839,CITE,,,,ATTN Dianne Burke,3678 Oceanside Road West Suite 202,"Oceanside, NY 11572",11572,USA,Austin,Education
20112354,8/23/11,"$1,000.00",Approved,67626,Claremont McKenna College,California,34.1018 N,117.7079 W,Financial Aid Office,888 Columbia Avenue,"Claremont, CA 91711",91711,USA,Austin,Education
20172147,8/10/17,"$2,000.00",Approved,99530,College of Eastern Idaho,Idaho,43.4860 N,111.9863 W,Office of Financial Aid,1600 S. 25th Street,"Idaho Falls, ID 83404",83404,USA,United States,Education
20141765,6/27/14,"$2,300.00",Approved,87604,College of Health Care Professions,Texas,30.3230 N,97.6990 W,Financial Aid Office,"6505 Airport Blvd., Suite 102","Austin, TX 78752",78752,USA,Austin,Education
20132361,5/30/13,"$3,000.00",Approved,7977,Colorado School of Mines,Colorado,39.7510 N,105.2226 W,Financial Aid Office,,"Golden, Co 80401-1887",80401-1887,,Austin,Education
20141198,5/12/14,"$2,000.00",Approved,7977,Colorado School of Mines,Colorado,39.7510 N,105.2226 W,Financial Aid Office,,"Golden, Co 80401-1887",80401-1887,,United States,Education
20150842,5/6/15,"$3,000.00",Approved,7977,Colorado School of Mines,Colorado,39.7510 N,105.2226 W,Financial Aid Office,1500 Illinois Street,"Golden, Co 80401-1887",80401-1887,,Austin,Education
20161361,6/27/16,"$3,000.00",Approved,7977,Colorado School of Mines,Colorado,39.7510 N,105.2226 W,Financial Aid Office,1500 Illinois Street,"Golden, Co 80401-1887",80401-1887,,Austin,Education
20121778,5/10/12,"$1,000.00",Approved,9992,Colorado State University,Colorado,40.5734 N,105.0865 W,Office of Financial Aid,103 Administration Annex,"Ft. Collins, CO 80523",80523,USA,Austin,Education
20132363,5/30/13,"$2,000.00",Approved,9992,Colorado State University,Colorado,40.5734 N,105.0865 W,Office of Financial Aid,103 Administration Annex,"Ft. Collins, CO 80523",80523,USA,Austin,Education
20161941,9/7/16,"$1,000.00",Approved,95392,Colorado Technical University,Colorado,38.8941 N,104.8343 W,Financial Aid - Scholarship,4435 North Chestnut Street,"Colorado Springs, CO 80907",80907,USA,Austin,Education
20182116,7/17/18,"$2,500.00",Approved,95392,Colorado Technical University,Colorado,38.8941 N,104.8343 W,Financial Aid - Scholarship,4435 North Chestnut Street,"Colorado Springs, CO 80907",80907,USA,Austin,Education
20182191,7/19/18,"$5,000.00",Approved,73254,Columbia College,Missouri,38.9579 N,92.3264 W,1001 Rogers St.,,"Columbia, MO 65216",65216,USA,United States,Education
20181983,7/16/18,"$2,000.00",Approved,103369,Columbia College - Chicago,Illinois,41.8742 N,87.6248 W,Office of Financial Aid,600 S Michigan Ave,"Chicago, IL 60605",60605,,No Region,Education
20161942,9/7/16,"$1,000.00",Approved,95393,Columbia Southern University,Alabama,30.3293 N,87.6530 W,P.O. Box 3110,,"Orange Beach, AL 36561",36561,USA,Austin,Education
20161625,7/24/16,$500.00,Approved,18710,Columbia University,New York,40.8075 N,73.9626 W,100 Hamilton Hall MC 2802,1130 Amsterdam Avenue,"New York, NY 10027-6902",10027-6902,USA,Austin,Education
20180374,7/26/18,"$1,000.00",Approved,18710,Columbia University,New York,40.8075 N,73.9626 W,100 Hamilton Hall MC 2802,1130 Amsterdam Avenue,"New York, NY 10027",10027,USA,United States,Education
20172139,8/10/17,"$3,000.00",Approved,99521,Columbus State Community College,Ohio,39.9689 N,82.9872 W,Office of Financial Aid,550 East Spring St.,"Columbus, OH 43215",43215,USA,United States,Education
20081220,7/7/08,"$2,000.00",Approved,8832,Concordia University,Quebec,45.4973 N,73.5790 W,Financial Aid Office,3400 IH35 North,"Austin, TX 78705",78705,USA,United States,Education
20111707,6/15/11,$500.00,Approved,8832,Concordia University,Quebec,45.4973 N,73.5790 W,Financial Aid Office,11400 Concordia University Dri,"Austin, TX 78726",78726,USA,United States,Education
20111708,6/15/11,$500.00,Approved,8832,Concordia University,Quebec,45.4973 N,73.5790 W,Financial Aid Office,11400 Concordia University Dri,"Austin, TX 78726",78726,USA,United States,Education
20111709,6/15/11,$500.00,Approved,8832,Concordia University,Quebec,45.4973 N,73.5790 W,Financial Aid Office,11400 Concordia University Dri,"Austin, TX 78726",78726,USA,United States,Education
20111710,6/15/11,$500.00,Approved,8832,Concordia University,Quebec,45.4973 N,73.5790 W,Financial Aid Office,11400 Concordia University Dri,"Austin, TX 78726",78726,USA,United States,Education
20121720,5/7/12,"$2,500.00",Approved,8832,Concordia University,Quebec,45.4973 N,73.5790 W,11400 Concordia University Drive,,"Austin, TX 78726",78726,USA,Austin,Education
20131771,5/1/13,"$1,000.00",Approved,8832,Concordia University,Quebec,45.4973 N,73.5790 W,Financial Aid Office,11400 Concordia University Tex,"Austin, TX 78726",78726,USA,Austin,Education
20151174,6/1/15,"$1,500.00",Approved,8832,Concordia University,Quebec,45.4973 N,73.5790 W,11400 Concordia University Tex,,"Austin, TX 78726",78726,USA,Austin,Education
20161526,7/11/16,"$2,000.00",Approved,8832,Concordia University,Quebec,45.4973 N,73.5790 W,11400 Concordia University Drive,,"Austin, TX 78726",78726,USA,United States,Education
20161535,7/11/16,"$1,000.00",Approved,8832,Concordia University,Quebec,45.4973 N,73.5790 W,11400 Concordia University Drive,,"Austin, TX 78726",78726,USA,United States,Education
20182132,7/17/18,"$2,500.00",Approved,103630,Concordia University of Wisconsin,Wisconsin,43.2542 N,87.9155 W,Office of Financial Aid,12800 N Lake Shore Dr,"Mequon, WI 53092",53092,USA,No Region,Education
20091273,7/10/09,"$1,000.00",Approved,1335,Cornell University,New York,42.4534 N,76.4735 W,Office of Financial Aid,P.O. Box 752,"Ithaca, NY 14851",14851,USA,United States,Education
20091274,7/10/09,$500.00,Approved,1335,Cornell University,New York,42.4534 N,76.4735 W,Office of Financial Aid,P.O. Box 752,"Ithaca, NY 14851",14851,USA,United States,Education
20182192,7/19/18,"$2,000.00",Approved,1335,Cornell University,New York,42.4534 N,76.4735 W,Division of Financial Affairs,206 Day Hall,"Ithaca, NY 14853",14853,USA,United States,Education
20101230,5/25/10,$150.00,Approved,29807,Cornerstone Community Partnerships,Texas,26.2627 N,98.1999 W,Financial Aid Office,721 Lockhaven Drive,"Houston, Tx 77073",77073,USA,United States,Education
20172877,11/2/17,"$1,000.00",Approved,32284,Cottey College,Missouri,37.8381 N,94.3701 W,Office of Financial Aid,1000 W. Austin,"Nevada, MO 64772",64772,USA,United States,Education
20183363,11/26/18,"$1,000.00",Approved,105421,Cresent School of Gaming and Bartending,Nevada,36.1135 N,115.0912 W,4180 Sandhill Road,Suite B-8,"Las Vegas, NV 89121",89121,,Austin,Education
20081283,7/8/08,$500.00,Approved,38693,Criswell College,Texas,32.7935 N,96.7768 W,Financial Aid Office,41010 Gaston Avenue,"Dallas, TX 75246",75246,USA,United States,Education
20081284,7/8/08,$300.00,Approved,38693,Criswell College,Texas,32.7935 N,96.7768 W,Financial Aid Office,41010 Gaston Avenue,"Dallas, TX 75246",75246,USA,United States,Education
20141831,6/27/14,"$2,300.00",Approved,481,Dallas Baptist University,Texas,32.7092 N,96.9470 W,Office of Financial Aid,3000 Mountain Creek Parkway,"Dallas, TX 75211-9299",75211-9299,USA,United States,Education
20141832,6/27/14,"$1,500.00",Approved,481,Dallas Baptist University,Texas,32.7092 N,96.9470 W,Office of Financial Aid,3000 Mountain Creek Parkway,"Dallas, TX 75211-9299",75211-9299,USA,United States,Education
20182081,7/17/18,"$2,000.00",Approved,103597,Dallas Drones,Texas,32.7461 N,96.9965 W,Office of Financial Aid,608 E Main St,"Grand Prairie, TX 75050",75050,USA,No Region,Education
20081196,4/24/08,$750.00,Approved,6790,Dartmouth College,New Hampshire,43.7044 N,72.2887 W,Financial Aid Office,"6132 McNutt Hall, Room 103","Hanover, NH 03755",3755,USA,United States,Education
20121703,5/4/12,"$2,000.00",Approved,75385,Dartmouth College - Financial Aid,New Hampshire,44.3081 N,71.8001 W,Financial Aid Office,6024 McNutt Hall,"Hanover, NH 03755",3755,USA,Austin,Education
20152123,11/19/15,"$1,000.00",Approved,75385,Dartmouth College - Financial Aid,New Hampshire,44.3081 N,71.8001 W,Financial Aid Office,6024 McNutt Hall,"Hanover, NH 03755",3755,USA,Austin,Education
20161368,6/27/16,"$2,000.00",Approved,94890,Davidson College,North Carolina,35.5008 N,80.8447 W,Financial Aid,PO Box 7157,"Davidson, NC 28035",28035,USA,Austin,Education
20161374,6/27/16,"$2,000.00",Approved,94890,Davidson College,North Carolina,35.5008 N,80.8447 W,Financial Aid,PO Box 7157,"Davidson, NC 28035",28035,USA,Austin,Education
20161436,6/27/16,$500.00,Approved,94890,Davidson College,North Carolina,35.5008 N,80.8447 W,Financial Aid,PO Box 7157,"Davidson, NC 28035",28035,USA,Austin,Education
20161454,6/27/16,"$1,000.00",Approved,94890,Davidson College,North Carolina,35.5008 N,80.8447 W,Financial Aid,PO Box 7157,"Davidson, NC 28035",28035,USA,Austin,Education
20161643,7/26/16,$750.00,Approved,94890,Davidson College,North Carolina,35.5008 N,80.8447 W,Financial Aid,PO Box 7157,"Davidson, NC 28035",28035,USA,Austin,Education
20161697,8/1/16,"$1,000.00",Approved,94890,Davidson College,North Carolina,35.5008 N,80.8447 W,Financial Aid,PO Box 7157,"Davidson, NC 28035",28035,USA,Austin,Education
20161701,8/1/16,$500.00,Approved,94890,Davidson College,North Carolina,35.5008 N,80.8447 W,Financial Aid,PO Box 7157,"Davidson, NC 28035",28035,USA,Austin,Education
20171172,5/5/17,$750.00,Approved,94890,Davidson College,North Carolina,35.5008 N,80.8447 W,Financial Aid,PO Box 7157,"Davidson, NC 28035",28035,USA,Austin,Education
20171121,5/1/17,"$1,000.00",Approved,98358,Davis College,New York,42.1011 N,75.9619 W,400 Riverside Drive,,"Johnson City, NY 13790",13790,USA,Austin,Education
20182097,7/17/18,"$1,500.00",Approved,103608,Delgado Community College,Louisiana,29.9870 N,90.1040 W,Office of Financial Aid,615 City Park Ave,"New Orleans, La 70119",70119,USA,No Region,Education
20171676,7/10/17,"$1,000.00",Approved,98992,Dental Genius Assissting School,Texas,30.6748 N,97.9289 W,Financial Aid & Scholarships,14933 West State Highway 29,"Liberty Hill, TX 78642",78642,USA,No Region,Education
20182086,7/17/18,"$1,000.00",Approved,103600,DeVry University,Texas,30.4056 N,97.7463 W,Office of Financial Aid,3005 Highland Parkway,"Downers Grove, IL 60615",60615,USA,No Region,Education
20134012,10/25/13,$300.00,Approved,88069,Dodge City Community College,Kansas,37.7778 N,100.0335 W,2501 N. 14th Avenue,,"Dodge City, KS 67801",67801,USA,Austin,Education
20141684,6/27/14,"$2,300.00",Approved,88069,Dodge City Community College,Kansas,37.7778 N,100.0335 W,2501 N. 14th Avenue,,"Dodge City, KS 67801",67801,USA,Austin,Education
20172149,8/10/17,"$3,500.00",Approved,99531,Dominican University,Illinois,41.9024 N,87.8221 W,Office of Financial Aid,7900 Division Street,"River Forest, IL 60305",60305,USA,United States,Education
20161363,6/27/16,"$3,000.00",Approved,95000,Drexel University,Pennsylvania,39.9566 N,75.1899 W,Financial Aid and Scholarships,3141 Chestnut Street,"Philadelphia, PA 19104",19104,USA,Austin,Education
20171800,7/25/17,"$3,000.00",Approved,95000,Drexel University,Pennsylvania,39.9566 N,75.1899 W,Financial Aid and Scholarships,3141 Chestnut Street,"Philadelphia, PA 19104",19104,USA,Austin,Education
20182193,7/19/18,"$2,000.00",Approved,95000,Drexel University,Pennsylvania,39.9566 N,75.1899 W,Financial Aid and Scholarships,3141 Chestnut Street,"Philadelphia, PA 19104",19104,USA,Austin,Education
20091234,6/23/09,"$1,000.00",Approved,8409,Duke University,North Carolina,36.0014 N,78.9382 W,614 Chapel Drive Annex,Box 90581,"Durham, NC 27708-0581",27708-0581,USA,United States,Education
20131539,4/15/13,"$2,000.00",Approved,8409,Duke University,North Carolina,36.0014 N,78.9382 W,614 Chapel Drive Annex,Box 90581,"Durham, NC 27708-0581",27708-0581,USA,Austin,Education
20171623,7/10/17,"$1,800.00",Approved,8409,Duke University,North Carolina,36.0014 N,78.9382 W,614 Chapel Drive Annex,Box 90581,"Durham, NC 27708-0581",27708-0581,USA,United States,Education
20171629,7/10/17,$800.00,Approved,8409,Duke University,North Carolina,36.0014 N,78.9382 W,614 Chapel Drive Annex,Box 90581,"Durham, NC 27708-0581",27708-0581,USA,United States,Education
20171784,7/24/17,"$4,000.00",Approved,8409,Duke University,North Carolina,36.0014 N,78.9382 W,614 Chapel Drive Annex,Box 90581,"Durham, NC 27708-0581",27708-0581,USA,United States,Education
20181984,7/16/18,"$1,000.00",Approved,8409,Duke University,North Carolina,36.0014 N,78.9382 W,Office of Finanial Aid,Box 90759,"Durham, NC 27708-0581",27708-0581,USA,No Region,Education
20182314,7/26/18,"$1,000.00",Approved,8409,Duke University,North Carolina,36.0014 N,78.9382 W,2127 Campus Drive,Box 90759,"Durham, NC 27708-0581",27708-0581,USA,United States,Education
20182482,8/1/18,"$4,000.00",Approved,103374,Duquesne University,Pennsylvania,40.4375 N,79.9906 W,Office of Financial Aid,600 Forbes Ave,"Pittsburgh, PA 15282",15282,USA,No Region,Education
20161545,7/11/16,"$1,000.00",Approved,94950,Earlham College,Indiana,39.8239 N,84.9132 W,Financial Aid Office,801 National Road West,"Richmond, IN 47374-4095",47374-4095,USA,No Region,Education
20132631,6/27/13,"$3,000.00",Approved,26864,East Texas Baptist University,Texas,32.5558 N,94.3734 W,Financial Aid Office,One Tiger Drive,"Marshall, TX 75670",75670,USA,Austin,Education
20112821,10/6/11,$750.00,Approved,24143,Eastman School of Music,New York,43.1578 N,77.6010 W,Financial Aid Office,2 Gibbs Street,"Rochester,, NY 14604",14604,USA,Austin,Education
20150537,3/25/15,"$1,000.00",Approved,24143,Eastman School of Music,New York,43.1578 N,77.6010 W,Financial Aid Office,2 Gibbs Street,"Rochester,, NY 14604",14604,USA,Austin,Education
20172426,11/10/17,$660.00,Approved,24143,Eastman School of Music,New York,43.1578 N,77.6010 W,Financial Aid Office,2 Gibbs Street,"Rochester,, NY 14604",14604,USA,Austin,Education
20172427,9/18/17,$660.00,Approved,24143,Eastman School of Music,New York,43.1578 N,77.6010 W,Financial Aid Office,2 Gibbs Street,"Rochester,, NY 14604",14604,USA,United States,Education
20111317,4/29/11,"$5,500.00",Approved,7102,EastsideMemorial High School - Scholarships,Texas,30.2580 N,97.6815 W,1012 Arthur Stiles Road,,"Austin, TX 78721-3494",78721-3494,USA,United States,Education
20111318,4/29/11,"$5,500.00",Approved,7102,EastsideMemorial High School - Scholarships,Texas,30.2580 N,97.6815 W,1012 Arthur Stiles Road,,"Austin, TX 78721-3494",78721-3494,USA,United States,Education
20091293,7/10/09,"$1,000.00",Approved,34000,Embry Riddle Aeronautical University,Florida,29.1915 N,81.0499 W,Financial Aid Office - Daytona,600 S. Clyde Morris Boulevard,"Daytona Beach, FL 32114-3900",32114-3900,USA,United States,Education
